Year,Company,Stage_Level_CO2e_Available,Country,Industry,Product_Weight,PCF_Protocol,PCF
2015,"Yokohama Rubber Company, Limited",No,Japan,Not used for 2015 reporting,160.0,Not reported,1734.0
2015,Brambles,No,Australia,Not used for 2015 reporting,31.8,ISO,40.79
2015,Brambles,No,Australia,Not used for 2015 reporting,31.8,ISO,35.16
2015,Brambles,No,Australia,Not used for 2015 reporting,2.5,ISO,20.04
2015,Brambles,No,Australia,Not used for 2015 reporting,15.9,ISO,18.76
2015,Brambles,No,Australia,Not used for 2015 reporting,2.4062,ISO,89.567
2015,Brambles,No,Australia,Not used for 2015 reporting,2.4062,ISO,34.15
2013,Braskem S/A,Yes,Brazil,Chemicals,1.0,PAS2050,1.32
2014,Braskem S/A,No,Brazil,Chemicals,1.0,PAS2050,1.32
2015,Braskem S/A,No,Brazil,Not used for 2015 reporting,1.0,PAS2050,1.32
2016,Braskem S/A,No,Brazil,Chemicals,1000.0,PAS2050,1320.0
2013,Braskem S/A,Yes,Brazil,Chemicals,1.0,PAS2050,1.33
2014,Braskem S/A,No,Brazil,Chemicals,1.0,PAS2050,1.33
2015,Braskem S/A,No,Brazil,Not used for 2015 reporting,1.0,PAS2050,1.33
2016,Braskem S/A,No,Brazil,Chemicals,1000.0,PAS2050,1330.0
2013,Braskem S/A,Yes,Brazil,Chemicals,1.0,PAS2050,1.77
2014,Braskem S/A,No,Brazil,Chemicals,1.0,PAS2050,1.77
2015,Braskem S/A,No,Brazil,Not used for 2015 reporting,1.0,Not reported,1.77
2016,Braskem S/A,No,Brazil,Chemicals,1000.0,PAS2050,1770.0
2013,Wistron Corp,No,Taiwan,Computers & Peripherals,2.35868,PAS2050,8.8
2015,Quanta Computer,No,Taiwan,Not used for 2015 reporting,1000.0,GHGP,1600.0
2015,Quanta Computer,No,Taiwan,Not used for 2015 reporting,1000.0,GHGP,10202.0
2015,Quanta Computer,No,Taiwan,Not used for 2015 reporting,1000.0,GHGP,1330.0
2015,Quanta Computer,No,Taiwan,Not used for 2015 reporting,1000.0,GHGP,10202.0
2015,Quanta Computer,No,Taiwan,Not used for 2015 reporting,1000.0,GHGP,10202.0
2015,Quanta Computer,No,Taiwan,Not used for 2015 reporting,1000.0,GHGP,10202.0
2016,Quanta Computer,No,Taiwan,"Electronic Equipment, Instruments & Components",0.25,GHGP,5.3
2016,Quanta Computer,No,Taiwan,"Electronic Equipment, Instruments & Components",8.05,GHGP,5.4
2016,Quanta Computer,No,Taiwan,"Electronic Equipment, Instruments & Components",8.05,GHGP,5.3
2016,Quanta Computer,No,Taiwan,"Electronic Equipment, Instruments & Components",2.95,GHGP,5.4
2016,Quanta Computer,No,Taiwan,"Electronic Equipment, Instruments & Components",19.97,GHGP,2.4
2016,Quanta Computer,No,Taiwan,"Electronic Equipment, Instruments & Components",0.35,GHGP,5.3
2015,Quanta Computer,No,Taiwan,Not used for 2015 reporting,1000.0,GHGP,3248.0
2016,Quanta Computer,No,Taiwan,"Electronic Equipment, Instruments & Components",0.35,GHGP,3.6
2015,Quanta Computer,No,Taiwan,Not used for 2015 reporting,1000.0,GHGP,1600.0
2015,Quanta Computer,No,Taiwan,Not used for 2015 reporting,1000.0,GHGP,1600.0
2015,Quanta Computer,No,Taiwan,Not used for 2015 reporting,1000.0,GHGP,1600.0
2015,Quanta Computer,No,Taiwan,Not used for 2015 reporting,1000.0,GHGP,1600.0
2015,Quanta Computer,No,Taiwan,Not used for 2015 reporting,1000.0,GHGP,1600.0
2015,Quanta Computer,No,Taiwan,Not used for 2015 reporting,1000.0,GHGP,1600.0
2015,Quanta Computer,No,Taiwan,Not used for 2015 reporting,1000.0,GHGP,1600.0
2016,Bridgestone Corporation,Yes,Japan,Auto Components,9.07185,JRM Assoc.,118.0
2014,Coway Co Ltd,Yes,South Korea,Household Durables,7.2,Korea CL Guide,126.0
2013,Empresas CMPC,No,Chile,Paper & Forest Products,1000.0,GHGP,549.2
2014,Empresas CMPC,Yes,Chile,Paper & Forest Products,1000.0,GHGP,554.94
2015,Empresas CMPC,Yes,Chile,Not used for 2015 reporting,1000.0,GHGP,451.46
2015,Metsä Board,Yes,Finland,Not used for 2015 reporting,1000.0,Not reported,918.0
2015,Metsä Board,Yes,Finland,Not used for 2015 reporting,1000.0,Not reported,918.0
2013,Metsä Board,Yes,Finland,Paper & Forest Products,1000.0,Not reported,597.0
2015,Metsä Board,Yes,Finland,Not used for 2015 reporting,1000.0,Not reported,782.0
2015,Metsä Board,Yes,Finland,Not used for 2015 reporting,1000.0,Not reported,918.0
2015,Metsä Board,Yes,Finland,Not used for 2015 reporting,1000.0,Not reported,918.0
2015,Metsä Board,Yes,Finland,Not used for 2015 reporting,1000.0,Not reported,900.0
2016,Metsä Board,No,Finland,Paper & Forest Products,1000.0,Paper Profile,807.0
2016,Metsä Board,Yes,Finland,Paper & Forest Products,1000.0,Paper Profile,767.0
2016,Metsä Board,Yes,Finland,Paper & Forest Products,1000.0,Paper Profile,369.0
2016,Metsä Board,Yes,Finland,Paper & Forest Products,1000.0,Paper Profile,804.0
2016,Metsä Board,Yes,Finland,Paper & Forest Products,1000.0,Paper Profile,534.0
2016,Metsä Board,Yes,Finland,Paper & Forest Products,1000.0,Paper Profile,767.0
2016,Metsä Board,Yes,Finland,Paper & Forest Products,1000.0,Paper Profile,766.0
2013,Metsä Board,Yes,Finland,Paper & Forest Products,1000.0,Not reported,482.0
2015,Metsä Board,Yes,Finland,Not used for 2015 reporting,1000.0,Not reported,804.0
2016,Metsä Board,No,Finland,Paper & Forest Products,1000.0,Paper Profile,767.0
2016,Metsä Board,Yes,Finland,Paper & Forest Products,1000.0,Paper Profile,767.0
2016,Metsä Board,Yes,Finland,Paper & Forest Products,1000.0,Paper Profile,811.0
2016,Metsä Board,Yes,Finland,Paper & Forest Products,1000.0,Paper Profile,534.0
2016,Metsä Board,Yes,Finland,Paper & Forest Products,1000.0,Paper Profile,776.0
2013,Metsä Board,Yes,Finland,Paper & Forest Products,1000.0,Not reported,478.0
2015,Metsä Board,Yes,Finland,Not used for 2015 reporting,1000.0,Not reported,811.0
2013,Metsä Board,Yes,Finland,Paper & Forest Products,1000.0,Not reported,359.0
2015,Metsä Board,Yes,Finland,Not used for 2015 reporting,1000.0,Not reported,534.0
2013,Metsä Board,Yes,Finland,Paper & Forest Products,1000.0,Not reported,359.0
2015,Metsä Board,Yes,Finland,Not used for 2015 reporting,1000.0,Not reported,534.0
2013,Metsä Board,Yes,Finland,Paper & Forest Products,1000.0,Not reported,398.0
2013,Metsä Board,Yes,Finland,Paper & Forest Products,1000.0,Not reported,781.0
2013,Metsä Board,Yes,Finland,Paper & Forest Products,1000.0,Not reported,792.0
2013,Metsä Board,Yes,Finland,Paper & Forest Products,1000.0,Not reported,781.0
2014,Owens-Illinois,No,USA,Containers & Packaging,0.416,ISO,0.153
2014,Owens-Illinois,No,USA,Containers & Packaging,0.416,ISO,0.11
2014,Owens-Illinois,No,USA,Containers & Packaging,0.416,ISO,0.117
2014,Owens-Illinois,No,USA,Containers & Packaging,0.416,ISO,0.171
2014,BillerudKorsnäs,Yes,Sweden,Containers & Packaging,1000.0,ISO,407.0
2015,BillerudKorsnäs,Yes,Sweden,Not used for 2015 reporting,1000.0,ISO,407.0
2013,Chunghwa Picture Tubes Ltd,Yes,Taiwan,"Electronic Equipment, Instruments & Components",0.28,ISO,12.0
2014,Coca-Cola HBC AG,Yes,Switzerland,Beverages,1.093,GHGP,0.1673
2015,Coca-Cola HBC AG,Yes,Switzerland,Not used for 2015 reporting,1.093,GHGP,0.158
2016,Coca-Cola HBC AG,Yes,Switzerland,Beverages,1.093,GHGP,0.147
2015,"Gamesa Corporación Tecnológica, S.A.",No,Spain,Not used for 2015 reporting,361000.0,ISO,1251625.0
2015,"Gamesa Corporación Tecnológica, S.A.",No,Spain,Not used for 2015 reporting,400000.0,ISO,1532608.0
2015,"Gamesa Corporación Tecnológica, S.A.",No,Spain,Not used for 2015 reporting,600000.0,ISO,3718044.0
2015,"Gamesa Corporación Tecnológica, S.A.",No,Spain,Not used for 2015 reporting,600000.0,Not reported,3276187.0
2013,Hewlett-Packard,Yes,USA,Computers & Peripherals,7.1,MIT PAIA,300.0
2013,Hewlett-Packard,Yes,USA,Computers & Peripherals,8.3,MIT PAIA,380.0
2013,Hewlett-Packard,No,USA,Computers & Peripherals,52.5,ISO,16100.0
2013,Hewlett-Packard,Yes,USA,Computers & Peripherals,10.1,MIT PAIA,460.0
2013,Hewlett-Packard,No,USA,Computers & Peripherals,7.2,ISO,231.4
2013,Hewlett-Packard,Yes,USA,Computers & Peripherals,10.61,ISO,262.1
2013,Hewlett-Packard,Yes,USA,Computers & Peripherals,3.1,MIT PAIA,420.0
2013,Hewlett-Packard,Yes,USA,Computers & Peripherals,7.6,MIT PAIA,500.0
2013,Hewlett-Packard,Yes,USA,Computers & Peripherals,11.2,MIT PAIA,580.0
2013,Hewlett-Packard,Yes,USA,Computers & Peripherals,1.61,MIT PAIA,230.0
2013,Hewlett-Packard,Yes,USA,Computers & Peripherals,2.25,MIT PAIA,290.0
2013,Hewlett-Packard,Yes,USA,Computers & Peripherals,3.0,MIT PAIA,370.0
2016,Herman Miller,No,USA,Household Durables,70.2,TRACI 2.1,54.0
2016,Herman Miller,No,USA,Household Durables,88.7,TRACI 2.1,77.0
2015,Herman Miller,No,USA,Not used for 2015 reporting,23.59,TRACI 2.1,98.0
2016,Herman Miller,No,USA,Household Durables,23.59,TRACI 2.1,98.0
2016,Herman Miller,No,USA,Household Durables,107.0,TRACI 2.1,43.0
2016,Herman Miller,No,USA,Household Durables,19.323,TRACI 2.1,87.0
2015,Herman Miller,No,USA,Not used for 2015 reporting,9.53,TRACI 2.1,26.0
2016,Herman Miller,No,USA,Household Durables,9.53,TRACI 2.1,26.0
2015,Herman Miller,No,USA,Not used for 2015 reporting,24.95,TRACI 2.1,91.0
2016,Herman Miller,No,USA,Household Durables,24.95,TRACI 2.1,98.0
2015,Herman Miller,No,USA,Not used for 2015 reporting,19.05,TRACI 2.1,105.0
2016,Herman Miller,No,USA,Household Durables,19.05,TRACI 2.1,105.0
2015,Herman Miller,No,USA,Not used for 2015 reporting,17.24,TRACI 2.1,82.0
2016,Herman Miller,No,USA,Household Durables,17.24,TRACI 2.1,82.0
2015,Herman Miller,No,USA,Not used for 2015 reporting,7.71,TRACI 2.1,48.0
2016,Herman Miller,No,USA,Household Durables,7.71,TRACI 2.1,48.0
2015,Herman Miller,No,USA,Not used for 2015 reporting,24.95,TRACI 2.1,72.0
2016,Herman Miller,No,USA,Household Durables,24.95,TRACI 2.1,72.0
2016,Herman Miller,No,USA,Household Durables,34.93,TRACI 2.1,102.0
2016,Herman Miller,No,USA,Household Durables,99.5,TRACI 2.1,76.0
2014,BT Group,Yes,United Kingdom,Diversified Telecommunication Services,1.4,GHGP,4.7
2015,BT Group,Yes,United Kingdom,Not used for 2015 reporting,1.4,GHGP,4.7
2014,BT Group,Yes,United Kingdom,Diversified Telecommunication Services,1.1,Not reported,57.0
2015,BT Group,Yes,United Kingdom,Not used for 2015 reporting,1.1,Not reported,57.0
2014,BT Group,Yes,United Kingdom,Diversified Telecommunication Services,1.2,Not reported,33.0
2015,BT Group,Yes,United Kingdom,Not used for 2015 reporting,1.2,Not reported,33.0
2014,BT Group,Yes,United Kingdom,Diversified Telecommunication Services,1.7,Not reported,88.0
2015,BT Group,Yes,United Kingdom,Not used for 2015 reporting,1.7,Not reported,88.0
2014,Cabot Corporation,No,USA,Chemicals,1000.0,GHGP,2280.0
2014,Canon Inc.,Yes,Japan,Office Electronics,71.0,M. Env. Japan,39.0
2014,Canon Inc.,Yes,Japan,Office Electronics,30.98,M. Env. Japan,57.0
2014,Canon Inc.,Yes,Japan,Office Electronics,0.553,M. Env. Japan,13.0
2014,Canon Inc.,Yes,Japan,Office Electronics,1.53,M. Env. Japan,19.0
2013,Cargill,No,USA,Food Products,1.0,ISO,1.3
2014,Cargill,No,USA,Food Products,1.0,ISO,1.3
2013,AVK,Yes,United Kingdom,Trading Companies & Distributors,13.0,PAS2050,31.33
2014,AVK,Yes,United Kingdom,Trading Companies & Distributors,13.0,PAS2050,30.05
2013,AVK,Yes,United Kingdom,Trading Companies & Distributors,41.0,PAS2050,94.08
2013,AVK,Yes,United Kingdom,Trading Companies & Distributors,23.0,PAS2050,44.27
2014,AVK,Yes,United Kingdom,Trading Companies & Distributors,23.0,PAS2050,33.44
2014,AVK,Yes,United Kingdom,Trading Companies & Distributors,41.0,PAS2050,62.63
2014,AVK,Yes,United Kingdom,Trading Companies & Distributors,7.0,PAS2050,57.07
2016,Pacific Coast Producers,No,USA,Food Products,907.19,GHGP,187.161
2013,"Shaw Industries Group, Inc.",Yes,USA,"Textiles, Apparel & Luxury Goods",0.267906667,ISO,14.6
2016,Retal,No,Lithuania,Containers & Packaging,0.03,GHGP,0.0108
2013,"Casio Computer Co., Ltd.",Yes,Japan,Household Durables,45.0,EcoLeaf,2344.0
2014,"Casio Computer Co., Ltd.",Yes,Japan,Household Durables,45.0,ISO,2344.0
2016,"Compañía Española de Petróleos, S.A.U. CEPSA",No,Spain,"Oil, Gas & Consumable Fuels",1000.0,Not reported,6109.0
2016,"Compañía Española de Petróleos, S.A.U. CEPSA",No,Spain,"Oil, Gas & Consumable Fuels",1000.0,Not reported,890.0
2016,SunPower Corporation,No,USA,Electrical Equipment,18.6,ISO,281.0
2013,Motorola Mobility,Yes,USA,Household Durables,0.127,Not reported,29.96
2013,Innolux Corporation,Yes,Taiwan,"Electronic Equipment, Instruments & Components",14.96,PAS2050,145.0
2013,Sanden,Yes,Japan,Machinery,342.462,EcoLeaf,3139.9
2014,Sanden,Yes,Japan,Machinery,342.462,EcoLeaf,2403.2
2015,Sanden,Yes,Japan,Not used for 2015 reporting,342.462,EcoLeaf,2268.1
2015,Crimidesa,No,Spain,Not used for 2015 reporting,1000.0,GHGP,180.0
2016,Crimidesa,No,Spain,Chemicals,1000.0,GHGP,140.0
2013,"Cisco Systems, Inc.",Yes,USA,Communications Equipment,3.5,ISO,278.0
2013,"Cisco Systems, Inc.",Yes,USA,Communications Equipment,2.0,ISO,1473.0
2014,Perfection Bakeries Inc.,Yes,USA,Food & Staples Retailing,454.0,Not reported,164.0
2015,Perfection Bakeries Inc.,Yes,USA,Not used for 2015 reporting,454.0,Not reported,179.0
2016,Perfection Bakeries Inc.,No,USA,Beverages,0.454,Not reported,0.141
2016,CJ Cheiljedang,Yes,South Korea,Beverages,1000.0,GHGP,24839.0
2016,CJ Cheiljedang,Yes,South Korea,Beverages,1000.0,GHGP,21126.0
2016,CJ Cheiljedang,Yes,South Korea,Beverages,1000.0,GHGP,18042.0
2016,CJ Cheiljedang,Yes,South Korea,Beverages,1000.0,GHGP,26836.0
2016,CJ Cheiljedang,Yes,South Korea,Beverages,1000.0,GHGP,3859.0
2016,CJ Cheiljedang,No,South Korea,Beverages,1000.0,GHGP,114.8
2016,CONTRAF-NICOTEX-TOBACCO GmbH,Yes,Germany,Tobacco,1.0,GHGP,16.884
2013,Clariant AG,No,Switzerland,Chemicals,1.0,Not reported,26.0
2013,Clariant AG,No,Switzerland,Chemicals,1.0,Not reported,26.0
2014,Clariant AG,No,Switzerland,Chemicals,1.0,Not reported,26.0
2016,Clariant AG,No,Switzerland,Chemicals,1.0,Not reported,26.0
2016,Clariant AG,No,Switzerland,Chemicals,1.0,ISO,1.85
2016,Clariant AG,No,Switzerland,Chemicals,1.0,ISO,5.0
2016,Clariant AG,No,Switzerland,Chemicals,1.0,ISO,9.0
2016,Clariant AG,Yes,Switzerland,Chemicals,0.0333,JEC/BIOGRACE,0.004
2013,SGD Group,No,France,Personal Products,0.1,Not reported,0.124
2013,SGD Group,No,France,Personal Products,0.1,Not reported,0.162
2016,"Interface, Inc.",Yes,USA,"Textiles, Apparel & Luxury Goods",4.164,ISO,9.78
2016,"Interface, Inc.",Yes,USA,"Textiles, Apparel & Luxury Goods",4.164,ISO,11.06
2013,"Interface, Inc.",Yes,USA,"Textiles, Apparel & Luxury Goods",4.164,ISO,13.39
2014,"Interface, Inc.",Yes,USA,"Textiles, Apparel & Luxury Goods",4.164,ISO,12.59
2016,"Interface, Inc.",Yes,USA,"Textiles, Apparel & Luxury Goods",4.164,ISO,17.1
2013,"Interface, Inc.",Yes,USA,"Textiles, Apparel & Luxury Goods",4.164,ISO,10.1
2015,"Interface, Inc.",Yes,USA,Not used for 2015 reporting,4.164,ISO,10.98
2013,"Interface, Inc.",Yes,USA,"Textiles, Apparel & Luxury Goods",4.164,ISO,14.99
2014,"Interface, Inc.",Yes,USA,"Textiles, Apparel & Luxury Goods",4.164,ISO,14.09
2016,"Interface, Inc.",Yes,USA,"Textiles, Apparel & Luxury Goods",4.164,ISO,11.3
2013,"Interface, Inc.",Yes,USA,"Textiles, Apparel & Luxury Goods",4.164,ISO,17.15
2015,"Interface, Inc.",Yes,USA,Not used for 2015 reporting,4.164,ISO,15.93
2016,"Interface, Inc.",Yes,USA,"Textiles, Apparel & Luxury Goods",4.164,ISO,12.84
2014,"Interface, Inc.",Yes,USA,"Textiles, Apparel & Luxury Goods",4.164,ISO,10.09
2016,"Interface, Inc.",Yes,USA,"Textiles, Apparel & Luxury Goods",4.164,ISO,10.41
2015,"Interface, Inc.",Yes,USA,Not used for 2015 reporting,4.164,ISO,13.63
2015,"Interface, Inc.",Yes,USA,Not used for 2015 reporting,4.164,ISO,12.89
2016,"Interface, Inc.",Yes,USA,"Textiles, Apparel & Luxury Goods",4.164,ISO,11.27
2015,"Interface, Inc.",Yes,USA,Not used for 2015 reporting,4.164,ISO,15.44
2016,"Interface, Inc.",Yes,USA,"Textiles, Apparel & Luxury Goods",4.164,ISO,15.42
2013,Raizen,No,Brazil,"Oil, Gas & Consumable Fuels",789.0,GHGP,750.0
2013,"Coca-Cola Enterprises, Inc.",Yes,USA,Beverages,0.541,GHGP,0.34
2013,"Coca-Cola Enterprises, Inc.",Yes,USA,Beverages,0.541,GHGP,0.22
2013,"Coca-Cola Enterprises, Inc.",Yes,USA,Beverages,0.3,GHGP,0.17
2013,"Coca-Cola Enterprises, Inc.",Yes,USA,Beverages,2.0,GHGP,0.4
2013,"Coca-Cola Enterprises, Inc.",Yes,USA,Beverages,0.614,GHGP,0.35
2013,"Coca-Cola Enterprises, Inc.",Yes,USA,Beverages,0.541,GHGP,0.24
2013,"Coca-Cola Enterprises, Inc.",No,USA,Beverages,0.492,GHGP,0.36
2013,"Coca-Cola Enterprises, Inc.",Yes,USA,Beverages,0.541,GHGP,0.24
2013,"Coca-Cola Enterprises, Inc.",Yes,USA,Beverages,2.0,GHGP,0.5
2013,"Coca-Cola Enterprises, Inc.",Yes,USA,Beverages,0.3,GHGP,0.15
2013,"Coca-Cola Enterprises, Inc.",Yes,USA,Beverages,0.541,GHGP,0.34
2013,"Coca-Cola Enterprises, Inc.",Yes,USA,Beverages,0.541,GHGP,0.22
2013,"Coca-Cola Enterprises, Inc.",Yes,USA,Beverages,2.0,GHGP,0.4
2013,"Coca-Cola Enterprises, Inc.",Yes,USA,Beverages,0.3,GHGP,0.15
2013,Compal Electronics,Yes,Taiwan,Computers & Peripherals,2.0,PAS2050,156.95
2013,Compal Electronics,Yes,Taiwan,Computers & Peripherals,2.58,PAS2050,131.82
2016,CNX Resources,Yes,USA,"Oil, Gas & Consumable Fuels",0.00127018,GHGP,0.063
2015,Trinseo LLC,No,USA,Not used for 2015 reporting,1.0,Not reported,0.18
2016,Trinseo LLC,No,USA,Chemicals,1000.0,Not reported,120.0
2015,Trinseo LLC,No,USA,Not used for 2015 reporting,1.0,Not reported,0.21
2015,Trinseo LLC,No,USA,Not used for 2015 reporting,1.0,Not reported,0.99
2016,Trinseo LLC,No,USA,Chemicals,1000.0,Not reported,1153.0
2016,Trinseo LLC,No,USA,Chemicals,1000.0,Not reported,210.0
2015,Tennant Company,No,USA,Not used for 2015 reporting,181.0,Not reported,655.0
2016,Tennant Company,Yes,USA,Electrical Equipment,181.0,Not reported,4468.7
2016,Barilla Holding SpA,Yes,Italy,Food & Staples Retailing,0.19,ISO,0.546
2014,Barilla Holding SpA,Yes,Italy,Food & Staples Retailing,1.0,ISO,1.279
2015,Barilla Holding SpA,Yes,Italy,Not used for 2015 reporting,1.0,ISO,1.317
2014,Barilla Holding SpA,Yes,Italy,Food & Staples Retailing,1.0,ISO,0.947
2015,Barilla Holding SpA,Yes,Italy,Not used for 2015 reporting,1.0,ISO,0.848
2014,Barilla Holding SpA,Yes,Italy,Food & Staples Retailing,1.0,ISO,1.027
2015,Barilla Holding SpA,Yes,Italy,Not used for 2015 reporting,1.0,ISO,0.885
2014,Barilla Holding SpA,Yes,Italy,Food & Staples Retailing,1.0,ISO,1.67
2015,Barilla Holding SpA,Yes,Italy,Not used for 2015 reporting,1.0,ISO,1.701
2014,Barilla Holding SpA,Yes,Italy,Food & Staples Retailing,1.0,ISO,0.926
2015,Barilla Holding SpA,Yes,Italy,Not used for 2015 reporting,1.0,ISO,0.936
2014,Barilla Holding SpA,No,Italy,Food & Staples Retailing,0.14,ISO,0.181
2015,Barilla Holding SpA,No,Italy,Not used for 2015 reporting,0.14,ISO,0.211
2014,Barilla Holding SpA,No,Italy,Food & Staples Retailing,0.27,ISO,0.316
2015,Barilla Holding SpA,No,Italy,Not used for 2015 reporting,0.27,ISO,0.365
2016,Barilla Holding SpA,No,Italy,Food & Staples Retailing,0.27,ISO,0.386
2014,Barilla Holding SpA,No,Italy,Food & Staples Retailing,0.275,ISO,0.323
2015,Barilla Holding SpA,Yes,Italy,Not used for 2015 reporting,0.275,ISO,1.236
2016,Barilla Holding SpA,No,Italy,Food & Staples Retailing,0.275,ISO,0.34
2016,Barilla Holding SpA,No,Italy,Food & Staples Retailing,1.0,ISO,1.33
2013,Bumble Bee Foods LLC,Yes,USA,Food Products,0.179,Not reported,0.68
2013,Bumble Bee Foods LLC,Yes,USA,Food Products,0.179,Not reported,0.39
2013,Stonyfield Farm Inc,No,USA,Food Products,1000.0,PAS2050,1361.0
2014,Stonyfield Farm Inc,No,USA,Food Products,1000.0,PAS2050,1360.0
2014,Tata Steel Europe,No,United Kingdom,Metals & Mining,1.0,ISO,1.1
2014,Tata Steel Europe,No,United Kingdom,Metals & Mining,1.0,ISO,1.2
2014,Tata Steel Europe,No,United Kingdom,Metals & Mining,1.0,ISO,1.05
2017,Ajinomoto Co.Inc.,No,Japan,Beverages,0.12,ISO,1.69
2017,Ajinomoto Co.Inc.,No,Japan,Beverages,0.0465,ISO,0.33
2015,Ajinomoto Co.Inc.,Yes,Japan,Not used for 2015 reporting,25.0,CFP Japan,130.0
2017,Ajinomoto Co.Inc.,Yes,Japan,Beverages,25.0,ISO,130.0
2017,Ajinomoto Co.Inc.,Yes,Japan,Beverages,20.0,ISO,301.0
2017,Ajinomoto Co.Inc.,No,Japan,Beverages,0.126,ISO,0.74
2017,Ajinomoto Co.Inc.,Yes,Japan,Beverages,25.0,ISO,319.0
2017,Ajinomoto Co.Inc.,Yes,Japan,Beverages,20.0,ISO,433.0
2017,Ajinomoto Co.Inc.,Yes,Japan,Beverages,20.0,ISO,585.0
2017,Ajinomoto Co.Inc.,Yes,Japan,Beverages,20.0,ISO,393.0
2017,Ajinomoto Co.Inc.,No,Japan,Beverages,0.011,ISO,0.03
2017,Ajinomoto Co.Inc.,No,Japan,Beverages,0.4,ISO,1.01
2017,Ajinomoto Co.Inc.,Yes,Japan,Beverages,20.0,ISO,58.0
2017,Ajinomoto Co.Inc.,No,Japan,Beverages,0.058,ISO,0.5
2017,Ajinomoto Co.Inc.,No,Japan,Beverages,0.12,ISO,0.58
2017,Ajinomoto Co.Inc.,No,Japan,Beverages,0.075,ISO,0.24
2017,Ajinomoto Co.Inc.,No,Japan,Beverages,0.4,ISO,1.07
2017,Ajinomoto Co.Inc.,No,Japan,Beverages,0.085,ISO,0.58
2017,Ajinomoto Co.Inc.,No,Japan,Beverages,0.25,ISO,0.2
2017,Ajinomoto Co.Inc.,No,Japan,Beverages,25.0,ISO,780.0
2017,Ajinomoto Co.Inc.,No,Japan,Beverages,0.09,ISO,0.27
2017,Ajinomoto Co.Inc.,No,Japan,Beverages,0.1,ISO,0.23
2017,Ajinomoto Co.Inc.,Yes,Japan,Beverages,12.0,ISO,155.0
2016,Agraz,No,Spain,Food Products,220.0,GHGP,155.71
2016,Agraz,No,Spain,Food Products,25.0,GHGP,12.52
2016,Agraz,No,Spain,Food Products,238.0,GHGP,155.78
2016,Agraz,No,Spain,Food Products,25.0,GHGP,16.22
2014,Martin Bauer GmbH,No,Germany,Food Products,0.002,Not reported,0.02041
2015,Martin Bauer GmbH,No,Germany,Food Products,0.002,Not reported,0.02041
2015,Mpact Limited,No,South Africa,Not used for 2015 reporting,1000.0,Not reported,871.0
2013,Times Microwave Systems,No,USA,Electrical Equipment,0.03,Not reported,0.0295
2014,Times Microwave Systems,No,USA,Electrical Equipment,0.03,EICC Tool,0.0255
2015,Times Microwave Systems,No,USA,Not used for 2015 reporting,0.03,EICC Tool,0.023
2016,Humanscale Corporation,No,USA,Commercial Services & Supplies,59.02,ISO,39.5
2016,Humanscale Corporation,No,USA,Commercial Services & Supplies,16.78,ISO,34.0
2013,"Daikin Industries, Ltd.",Yes,Japan,Electrical Equipment,17.46331,ISO,3653.0
2014,"Daikin Industries, Ltd.",Yes,Japan,Building Products,17.46331,ISO,3505.0
2015,"Daikin Industries, Ltd.",Yes,Japan,Electrical Equipment,17.46331,ISO,3505.0
2017,"Daikin Industries, Ltd.",Yes,Japan,Building Products,17.46331,ISO,4218.0
2017,"Daikin Industries, Ltd.",Yes,Japan,Building Products,149.685,ISO,51066.0
2017,"Daikin Industries, Ltd.",Yes,Japan,Building Products,128.367,ISO,39653.0
2015,Daimler AG,No,Germany,Not used for 2015 reporting,1790.0,ISO,57100.0
2015,Daimler AG,No,Germany,Not used for 2015 reporting,1735.0,ISO,40600.0
2015,Daimler AG,No,Germany,Not used for 2015 reporting,1425.0,ISO,30500.0
2015,Daimler AG,No,Germany,Not used for 2015 reporting,1535.0,ISO,31500.0
2015,Daimler AG,No,Germany,Not used for 2015 reporting,1850.0,ISO,48800.0
2015,Daimler AG,No,Germany,Not used for 2015 reporting,1730.0,ISO,69000.0
2016,Daimler AG,No,Germany,Auto Components,1200.0,ISO,32000.0
2016,Daimler AG,No,Germany,Auto Components,1200.0,ISO,34000.0
2016,Daimler AG,No,Germany,Auto Components,1650.0,ISO,12000.0
2016,Daimler AG,No,Germany,Auto Components,1400.0,ISO,36000.0
2016,Daimler AG,No,Germany,Auto Components,1800.0,ISO,39000.0
2016,Daimler AG,No,Germany,Auto Components,1925.0,ISO,24000.0
2016,Daimler AG,No,Germany,Auto Components,1200.0,ISO,31000.0
2015,Daimler AG,No,Germany,Not used for 2015 reporting,1425.0,ISO,32500.0
2016,Daimler AG,No,Germany,Auto Components,2220.0,ISO,60000.0
2016,Daimler AG,No,Germany,Auto Components,1500.0,ISO,50000.0
2016,Daimler AG,No,Germany,Auto Components,2320.0,ISO,41000.0
2016,Daimler AG,Yes,Germany,Auto Components,2100.0,ISO,38000.0
2016,Daimler AG,Yes,Germany,Auto Components,1925.0,ISO,26000.0
2016,Daimler AG,No,Germany,Auto Components,1400.0,ISO,33000.0
2016,Daimler AG,No,Germany,Auto Components,2500.0,ISO,39000.0
2016,Daimler AG,No,Germany,Auto Components,2000.0,ISO,27000.0
2016,Daimler AG,No,Germany,Auto Components,3500.0,ISO,91000.0
2016,Daimler AG,No,Germany,Auto Components,3500.0,ISO,39000.0
2015,Daimler AG,No,Germany,Not used for 2015 reporting,1505.0,ISO,50500.0
2016,Daimler AG,No,Germany,Auto Components,2050.0,ISO,85000.0
